entity,cluster_0,cluster_1,total_time
gru03,0.6449702343394015,0.35502976566059874,1052.0625115740738
gru05,0.0,1.0,728.7591666666667
gru06,0.0,1.0000000000000002,904.0158217592593
rnp_rj,0.40246618658194994,0.5975338134180505,1077.1118518518515
rnp_sp,0.20459701697649926,0.7954029830235009,1075.330486111111
